Género,epíteto específico,Color_1,Color_2,Color_3,Láminas,Poros,Dientes,Pliegues,Gasteroide,Plato-cuenco-olla,Pie-sombrero-no-tipico,Nido,Gelatinosas,Coral-coliflor,Embudo-c/s-hendidura,Porra,Porra con cabeza,Clavo,Repisa-leñosos,Costra,Falos hediondos,Otros,Líquenes,Myxomycetos
Choiromyces,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia,didyma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clathrus,ruber,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clavaria,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Clavariadelphus,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Clavulina,cinerea,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clavulina,coralloides,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clavulina,rugosa,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cookeina,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordyceps,militaris,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cotylidia,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crucibulum,crucibuliforme,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cyathus,stercoreus,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cymatoderma,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dacryopinax,elegans,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dacryopinax,spathularia,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Diachea,leucopodia,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Diploschistes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Discoxylaria,myrmecophila,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ductifera,pululahuana,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dyctionema,glabratum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Exidia,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulgio,septica,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fuscocerrena,portoricensis,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganoderma,australe,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ganoderma,dorsale,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ganoderma,lucidum,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ganoderma,martinicense,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ganoderma,platense,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gastropila,fragilis,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,fimbriatum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,pectinatum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,nanum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,saccatum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,schweinitzii,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,smithii,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrum,triplex,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoglossum,nigritum,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gloeophyllum,sepiarium,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graphis,scripta,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Helvella,leucopus,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemitrichia,calyculata,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hericium,coralloides,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hormomyces,aurantiacus,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hydnopolyporus,fimbriatus,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hymenoscyphus,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hypocreodendron,sanguineum,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypomyces,chrysospermus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Inonotus,jamacensis,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inonotus,rickii,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Itajahya,galericulata,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laetiporus,gilbertsonii,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Laetiporus,sulphureus,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Laternea,columnata,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Leccinum,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentinus,brumalis,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentinus,substrictus,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leocarpus,fragilis,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leptogium,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lindbladia,tubalina,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lycogala,epidendrum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lycoderdon,crurtisii,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycoderdon,marginatum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycoderdon,nigriscens,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycoderdon,perlatum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycoderdon,pratense,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycoderdon,pulcherrimum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysurus,cruciatus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lysurus,periphragmoides,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morchella,itermedia,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morganella,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutinus,caninus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mycenastrum,corium,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myriostoma,coliforme,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myxarium,nucleatum,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Octospora,humosa,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panellus,pusillus,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parmotrema,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Peziza,ammophila,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peziza,domiciliana,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaeolus,schweinitzii,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Phaeotrametes,decipiens,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Phallus,impudicus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Phellinus,gilvus,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Phlebopus,bruchii,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physarum,polycephalum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Physchia,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pisolithus,arhizus,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectania,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podaxis,pistillaris,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Podoscypha,aculeata,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Polyporus,tuberaster,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poronia,oedipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pseudocyphellaria,aurata,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pycnoporus,sanguineus,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ramalina,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ramaria,botrytis,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ramaria,toxica,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ramariopsis,kunzei,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reticularia,lycoperdon,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rhizopogon,luteolus,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizopogon,roseolus,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schizopyllum,amplum,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scleroderma,polyrhizon,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scleroderma,verrucosum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scutellinia,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpula,himanotoides,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stemonitis,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stilbella,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Suillus,granulatus,80.42 -1 63.21; 51.88 12.29 57.88,93.4 -7.73 24.87,92.31 -11.11 41.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suillus,luteous,51.88 12.29 57.88,93.4 -7.73 24.87,92.31 -11.11 41.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suillus,salmonicolor,80.42 -1 63.21; 51.88 12.29 57.88,84.85 -0.85 39.93,81.88 2.11 39.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarzetta,cupularis,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarzetta,catinus,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarzetta,brona,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarzetta,brasiliensis,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teloschistes,flavicans,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thelephora,penicillata,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thelephora,terrestris,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trametes,hirsuta,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trametes,ochracea,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trametes,trogii,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trametes,versicolor,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trametes,villosa,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tremella,mesenterica,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trichoglossum,hisutum,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trichoglossum,octopartitum,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tuber,rapaeodrum,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubifera,ferruginosa,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tulostoma,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Usnea,densirostra,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ustilago,maydis,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Xanthoria,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xerocomellus,chrysenteron,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xerocomus,subtomentosus,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xylaria,hypoxylon,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Xylaria,polymorpha,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
